[0.24632996 0.27738833 0.26721595 0.28290957],[0.2646331  0.31820291 0.40476625 0.30790975],[0.37775578 0.68664685 0.54776207 0.51231584],[0.65915333 1.19087138 0.83782302 0.86581285],[0.98231843 1.21956852 0.99453546 0.82301791],[1.05726025 1.0855285  0.97035525 1.24085584],[1.05995831 1.21721727 0.98735339 0.98492902],[1.08247468 1.06990503 0.9991327  1.1665583 ],[1.07577505 1.05532983 1.18297133 1.12996482],[1.07672373 1.14806485 1.25650487 1.22427803],[1.19760375 1.37992692 1.25910829 1.26846266],[1.37963902 1.43342005 1.38062465 1.45314228],[1.44261075 1.52240281 1.45672039 1.431239  ],[1.51031288 1.63789262 1.61005436 1.66396429],[1.6427627  1.66706574 1.68943366 1.61074752],[1.67449445 1.79916047 1.6975797  1.73428475],[1.78595824 1.7600202  1.76356831 1.79544652],[1.75767066 1.74638565 1.74672125 1.71721929],[1.74759265 1.66974456 1.74941724 1.75149263],[1.68294426 1.55544025 1.59603697 1.66402627],[1.5089728  1.52556407 1.50776989 1.49320908],[1.48724619 1.32014347 1.23773592 1.25729727],[1.38979353 1.24195742 0.99096311 1.08446629],[1.28680129 0.95120442 0.83172543 1.04044438],[0.9174996  0.7690043  0.79286758 1.12216072],[0.69467987 0.6893026  0.65034578 0.87737036],[0.49334754 0.37174779 0.50359748 0.5777073 ],[0.44556768 0.33596104 0.32409341 0.31170157],[-1.77120755 -1.40373737  0.33764832  0.27926297],[0.24699477 0.24529562 0.24552186 0.2475    ]
[0.24332677 0.32226536 0.26393093 0.25786928],[0.28595375 0.38604648 0.33813867 0.37190091],[0.50863147 0.63977128 0.49942716 0.57962592],[0.6501296  0.75283988 1.05056739 0.82744646],[0.93258957 0.89173056 0.91890343 0.83148172],[0.86502614 1.03300638 1.08911254 1.30290014],[1.20101253 1.14639211 1.09029893 1.11608284],[1.1666409  1.1919505  1.08732706 1.05817326],[1.12868191 1.31403829 1.06730988 1.17589984],[1.26987882 1.33572382 1.24520768 1.40078554],[1.36066776 1.53613653 1.33944627 1.42790563],[1.51530074 1.60586374 1.47756282 1.4954737 ],[1.54426455 1.57822313 1.46169234 1.4924358 ],[1.57098858 1.62083546 1.66360327 1.6385849 ],[1.62297124 1.60640461 1.61712272 1.63452614],[1.61526929 1.63759417 1.66076133 1.64477567],[1.71494939 1.70076621 1.68943403 1.67453284],[1.69584629 1.69352372 1.66039568 1.69279936],[1.69394027 1.6678637  1.71209985 1.68031377],[1.5458437  1.46009982 1.59578424 1.6761945 ],[1.44774598 1.37133346 1.25701703 1.41678371],[1.19282283 1.20974922 1.09672348 1.50285333],[1.13909845 1.09412891 1.19796864 1.31022808],[1.27524367 1.00478045 0.74199612 0.83512923],[1.23395061 1.02016449 0.94331232 0.87536578],[1.10974696 0.5106332  0.74934866 0.61542454],[0.60838697 0.43371598 0.58327487 0.600416  ],[0.3699274  0.25036435 0.35846483 0.33724319],[ 0.01730653 -1.21003166  0.27294364  0.26252301],[0.24985199 0.24589846 0.2475     0.25522907]
[0.249007   0.2901649  0.25455468 0.25577548],[0.32536026 0.39567128 0.33461898 0.3705471 ],[0.35821347 0.60604713 0.53123889 0.56962424],[0.64914964 0.64183965 0.80453379 0.88618956],[0.66881956 0.92273256 0.80611314 0.99492879],[1.00950263 1.07993528 1.19709965 1.44158575],[1.1020641  1.25156653 1.19811003 1.20248423],[1.12464002 1.2058878  1.17442315 1.29710032],[1.25128056 1.20878049 1.17655101 1.30499537],[1.26181009 1.35849554 1.29344131 1.35151005],[1.34307244 1.41356092 1.41427781 1.44802472],[1.43028019 1.49206237 1.48634093 1.49212364],[1.53864211 1.52537789 1.52673703 1.54846094],[1.52299092 1.57899607 1.53777536 1.56657705],[1.5688607  1.54497367 1.54048919 1.53860705],[1.57879861 1.61720777 1.56039297 1.60611173],[1.60533128 1.62556796 1.68192531 1.6469346 ],[1.66928874 1.69067249 1.67330357 1.66066661],[1.64384054 1.66970546 1.7208964  1.68308192],[1.64572125 1.49627014 1.61411726 1.65042906],[0.68702722 1.3608083  1.37842723 1.40505484],[1.31057856 1.30508445 1.28183552 1.50747916],[1.18091338 1.02695431 1.14028742 1.32361649],[0.99809108 1.05228968 0.7841422  0.91977825],[0.81593132 0.77617209 0.82865157 1.1915118 ],[0.64277831 0.50547669 0.85331842 1.0248147 ],[0.86698246 0.52928198 0.45364224 0.50698345],[0.58453768 0.28408104 0.36857635 0.44803675],[-1.373588   -3.75409762  0.25776035  0.27265082],[0.25409443 0.25537882 0.24460189 0.24931034]
[0.25214422 0.31737071 0.26545277 0.27089542],[0.30731873 0.31281777 0.30699071 0.40656447],[0.34652775 0.65160358 0.49400938 0.54579351],[0.62983892 1.01620587 0.72130855 0.67841734],[0.96797647 1.1096691  0.96893903 1.16809051],[1.00341123 1.52518116 1.24459982 1.35475855],[1.37208876 1.4454102  1.26198789 1.45914398],[1.37492693 1.3422852  1.26784826 1.48918246],[1.35803914 1.33773824 1.27935593 1.3486007 ],[1.3269102  1.37236906 1.33811772 1.37997188],[1.37750026 1.37981407 1.38354313 1.39601421],[1.44344    1.47645191 1.49483591 1.47225328],[1.46812031 1.48632323 1.4891635  1.48381697],[1.47263452 1.49936882 1.51634051 1.47175557],[1.48185538 1.5302076  1.49325168 1.50728001],[1.52390911 1.5849725  1.59128552 1.57690182],[1.64418856 1.65754343 1.64218104 1.57984555],[1.65250581 1.62393053 1.64956546 1.64023907],[1.57663138 1.57170959 1.63613864 1.65002573],[1.56558534 1.51940634 1.57612717 1.59359042],[1.52875817 1.46981785 1.32122499 1.47864557],[1.43730293 1.30895442 1.39343846 1.5070741 ],[1.29971081 1.16084531 1.19384253 1.36202008],[1.21726143 1.07538282 0.79899083 0.96465001],[1.06114173 0.98316077 0.99856939 1.14483676],[1.04236897 0.70854857 0.72205178 0.76806831],[0.561239   0.43743712 0.66787637 0.61370452],[0.34781034 0.35164844 0.40192911 0.58960486],[ 0.38878657 -0.71881896  0.32087347  0.32734903],[0.26700868 0.25       0.25       0.24977121]
[0.2595995  0.28026374 0.35167497 0.25462828],[0.344746   0.51736182 0.32452815 0.34725308],[0.39802441 0.50589116 0.55332058 0.49030599],[0.66197169 0.74364949 0.7267961  0.7317731 ],[0.73500552 1.32585765 1.05844917 0.94550794],[1.04628853 1.46696999 1.38787631 1.3296329 ],[1.41608258 1.45231901 1.45559255 1.52669606],[1.41684362 1.42988295 1.42695175 1.46915334],[1.37465267 1.3908862  1.39179035 1.38886289],[1.37568043 1.40951382 1.39653467 1.3849329 ],[1.35947229 1.44228704 1.38730495 1.38788527],[1.42347715 1.43994326 1.45875575 1.42266714],[1.47873156 1.45387932 1.4699331  1.4498657 ],[1.43846644 1.48412552 1.47139987 1.46638903],[1.53155228 1.51445115 1.4531195  1.4983998 ],[1.5638323  1.58484195 1.56055353 1.58777905],[1.64518051 1.57452537 1.64285997 1.6488592 ],[1.68503073 1.54458213 1.68047388 1.62306824],[1.64702    1.59864358 1.59424498 1.59618801],[1.52136859 1.54915125 1.56898421 1.55615401],[1.47662603 1.49072767 1.43814366 1.56914753],[1.50522695 1.29635085 1.46214428 1.65594697],[1.42018139 1.12926654 1.31829241 1.44963531],[1.13833536 1.08770149 0.79116736 1.19209373],[1.05371193 0.87546469 0.93227971 1.14303286],[1.12654942 0.78707464 0.96069732 0.94259202],[0.98706207 0.62941486 0.45984949 0.53731222],[0.81797918 0.38095943 0.45640569 0.58982661],[ 0.45472708 -2.86056774  0.33928862  0.27607726],[0.23265575 0.23356559 0.23567098 0.23651686]
[0.2591961  0.29852628 0.25146278 0.40033046],[0.30450755 0.38792692 0.40965351 0.30312771],[0.4391386  0.64823723 0.46740551 0.47059965],[0.6643269  0.65299739 0.72584134 0.71976827],[0.67136505 1.00707772 0.99815074 1.10899742],[1.11994347 1.3215971  1.21934884 1.27146005],[1.39107448 1.45665941 1.47493948 1.45770116],[1.43837445 1.40588322 1.41872989 1.44107099],[1.42560946 1.41386921 1.37582897 1.39679742],[1.38808412 1.37883367 1.37146312 1.37501077],[1.38026489 1.39824021 1.38866005 1.44882189],[1.38181824 1.38465324 1.3950177  1.40600918],[1.40298165 1.41701763 1.4356415  1.46940739],[1.45948138 1.49624563 1.46376287 1.51625179],[1.50513073 1.54608173 1.49277641 1.49848771],[1.56482152 1.54696568 1.59750766 1.59123391],[1.62258541 1.5476642  1.62962683 1.61728812],[1.61134548 1.59016635 1.58783843 1.61908653],[1.59919514 1.56626961 1.60855141 1.67016314],[1.5567084  1.54865467 1.54980293 1.57755644],[1.57768389 1.59128659 1.57545205 1.52018576],[1.56126882 1.44918059 1.50834932 1.48301597],[1.43948832 1.30221468 1.42821778 1.36547843],[1.25319627 1.14884781 1.0597294  1.16640339],[1.04293603 0.92513613 1.04633072 1.14971555],[0.93060866 0.77016438 1.03010927 0.8716827 ],[0.80190739 0.48471589 0.65212319 0.67519024],[0.47155688 0.25335823 0.49353371 0.67493814],[-0.91938848 -4.93825752  0.26789537  0.2535141 ],[0.24895709 0.24917012 0.24938874 0.24807363]
[0.26913606 0.28189716 0.26500768 0.24875796],[0.29112068 0.37293435 0.28634508 0.2848187 ],[0.32271292 0.49221116 0.46031051 0.46528234],[0.5360153  0.86656946 0.71243406 0.65980674],[0.84742473 1.20182482 0.97077789 0.95401848],[1.1706094  1.32849408 1.23012029 1.09458841],[1.27878707 1.40712901 1.41907077 1.3702007 ],[1.29759501 1.38823719 1.48581421 1.41595962],[1.37476568 1.38248758 1.37697077 1.38467961],[1.31688883 1.36325408 1.40026008 1.39325859],[1.42768362 1.38559466 1.39956534 1.44286284],[1.42098553 1.4171413  1.38269609 1.38025389],[1.44137608 1.48291085 1.48131486 1.48843764],[1.54257584 1.50188696 1.46900323 1.53818664],[1.56850025 1.56349548 1.56634096 1.57503089],[1.56871038 1.61764321 1.6028958  1.57503678],[1.59773144 1.56901609 1.62389    1.61479117],[1.60768744 1.59448629 1.54575039 0.97738978],[1.60927911 1.55478395 1.59306939 1.62741782],[1.61282981 1.55065413 1.5690727  1.60816642],[1.51784392 1.54195146 1.44635084 1.51373677],[1.53627271 1.29131762 1.3860672  1.3718011 ],[1.31856603 1.17666581 1.38537634 1.38766282],[1.33796167 1.10650279 1.07721227 1.26579374],[1.11204283 1.01455858 0.98727559 1.16783547],[0.8037776  0.84972494 0.88204559 1.10583092],[0.85601786 0.57205263 0.50953211 0.48119315],[0.49895012 0.43160944 0.63463922 0.47824352],[ 0.14444357 -1.20137222  0.29755608  0.27516226],[0.245025   0.24199833 0.24565865 0.24454549]
[0.2459086  0.28483843 0.25232886 0.2759505 ],[0.26124712 0.27647674 0.33132071 0.33785486],[0.33511271 0.46301611 0.42997024 0.49195596],[0.56222289 0.61605089 0.64933268 0.8418596 ],[0.73373205 0.85346589 1.01439663 1.11345628],[0.96903688 1.1872269  1.0838307  0.96133971],[1.24129486 1.38310929 1.41706088 1.41486451],[1.38033268 1.43595322 1.44627315 1.40143343],[1.4115348  1.35750744 1.41918043 1.37501015],[1.37182233 1.41748259 1.3415417  1.40544708],[1.44515939 1.39715078 1.46137546 1.4453091 ],[1.41793894 1.41944898 1.38449229 1.43861099],[1.43058592 1.46834831 1.40934948 1.45865859],[1.53137045 1.52047398 1.58977553 1.5688852 ],[1.58876135 1.55087358 1.56515848 1.57843631],[1.66166122 1.54284795 1.59861905 1.57915653],[1.55914443 1.54747243 1.53988765 1.55882286],[1.57179584 1.54100267 1.54023763 1.57007175],[1.5716251  1.60195871 1.6188325  1.60866473],[1.58426692 1.58221229 1.54822439 1.5989184 ],[1.62582581 1.44644446 1.52815992 1.55408711],[1.45446593 1.41545966 1.37948001 1.42129429],[1.34860645 1.31037338 1.32423016 1.42378254],[1.35991706 1.23248337 1.26874732 1.19085642],[1.24312955 1.01820327 1.09820824 1.14112263],[0.98218353 0.67743866 1.02039238 1.11116324],[0.56535122 0.59891221 0.60762808 0.65933925],[0.55154652 0.35522946 0.49337768 0.65705464],[-0.95127911 -2.42361969  0.29554345  0.35136037],[0.24670864 0.24444736 0.25362022 0.2475    ]
[0.2766893  0.40496748 0.26793625 0.26330804],[0.31547799 0.47181376 0.40822555 0.39509336],[0.50593106 0.68624963 0.41469391 0.47217733],[0.7225177  0.8558101  0.75804528 1.00309089],[0.92769282 0.89260217 1.03546503 1.17706659],[1.12663706 1.14808782 1.03289872 1.00728726],[1.14558802 1.30088911 1.46076651 1.33249652],[1.33424883 1.3663108  1.37305897 1.37396163],[1.4152068  1.41401228 1.31881164 1.37494292],[1.41863248 1.45172447 1.43323773 1.43199196],[1.47549478 1.44954875 1.44469582 1.4644326 ],[1.49159333 1.50787634 1.43832369 1.45905205],[1.47179503 1.54614472 1.51832172 1.47803675],[1.6065902  1.58206498 1.56431615 1.57901117],[1.60108132 1.5345928  1.58263196 1.60574086],[1.5687872  1.52966562 1.5384286  1.55934884],[1.55501766 1.54766628 1.56252593 1.53307426],[1.57958946 1.57892171 1.57114361 1.54778384],[1.6185451  1.62717305 1.6314073  1.62350353],[1.65832712 1.60395277 1.63233186 1.67095325],[1.5689356  1.61611234 1.53992334 1.62925242],[1.5282112  1.43829242 1.4159402  1.57642857],[1.44628766 1.30772353 1.41790027 1.41308162],[1.20620574 1.21909735 1.21793076 1.36849513],[1.13250646 1.05895608 1.1269059  1.15878883],[1.11888499 0.94779292 1.12971872 1.04465236],[1.05188373 0.78227226 0.57872927 0.73602289],[0.77280541 0.54208183 0.41351317 0.5323568 ],[-0.21494299 -3.50451272  0.29891703  0.39006636],[0.25460772 0.24082351 0.24103749 0.2390632 ]
[0.24873201 0.31120819 0.28941768 0.27905231],[0.27491611 0.40205146 0.36440236 0.43826855],[0.44313713 0.65478173 0.47810522 0.61223204],[0.6676524  1.00860582 0.90757759 0.7991701 ],[1.03456795 1.15006554 1.16402261 1.21463005],[1.12325373 1.20702384 1.08587595 1.26877478],[1.12967851 1.28764653 1.32849951 1.37697404],[1.30217337 1.41567012 1.37973303 1.31417476],[1.31433105 1.36285347 1.37675791 1.36324879],[1.38023431 1.42430963 1.41672888 1.43965676],[1.40782141 1.42850522 1.50383414 1.43161383],[1.49673105 1.48981165 1.48386633 1.48844593],[1.49629408 1.51194789 1.54852258 1.54171139],[1.56616373 1.54256278 1.55800661 1.59192515],[1.59226431 1.53020876 1.63221298 1.58039082],[1.58017913 1.54785848 1.53227695 1.52535944],[1.54639095 1.53878203 1.50750838 1.51005635],[1.57160281 1.58360694 1.57178369 1.52932773],[1.62448885 1.62843316 1.59917004 1.60711531],[1.65415795 1.6547032  1.6699048  1.67258196],[1.68661543 1.62963889 1.61106893 1.63651411],[1.65005175 1.58564478 1.56756962 1.57065754],[1.65414576 1.58145143 1.50986853 1.52062828],[1.48609226 1.18150141 1.16113977 1.31053628],[1.22072958 1.06147626 1.14314471 1.09290879],[1.05262903 0.95083713 0.87231852 1.08341145],[0.8094435  0.61970543 0.83748796 1.03486721],[0.58305933 0.3833757  0.61675458 0.65616294],[-0.08789825 -2.88288414  0.36842574  0.45065148],[0.24735347 0.24660981 0.24701705 0.24703136]
[0.24615327 0.32264424 0.25856499 0.27103656],[0.35420323 0.40347902 0.5185068  0.46500986],[0.47485356 0.66783132 0.5740111  0.71747686],[0.73312389 1.11057061 0.90516224 0.98735281],[1.06010727 1.24269227 1.14763718 1.20898703],[1.22755892 1.33431762 1.26051129 1.35215265],[1.3422898  1.33421531 1.28985279 1.31774128],[1.39020871 1.37831538 1.31608966 1.2866232 ],[1.47471077 1.45963796 1.35801339 1.46283353],[1.48315663 1.50096185 1.41269968 1.43334097],[1.49474145 1.51461663 1.48520046 1.46105743],[1.46138687 1.48176117 1.4766856  1.5368107 ],[1.51488842 1.53470048 1.53281297 1.53861551],[1.57826297 1.57125028 1.57830525 1.57565126],[1.55751121 1.54947664 1.54581001 1.56611488],[1.51589606 1.53220637 1.49797053 1.53306095],[1.5069256  1.50258074 1.53499547 1.52697122],[1.52999627 1.53232814 1.51074143 1.44461992],[1.498877   1.54905107 1.57374256 1.59015325],[1.60904303 1.5113045  1.62577524 1.61897946],[1.52137478 1.54777159 1.53086305 1.52553499],[1.55000734 1.45159088 1.64850715 1.52910859],[1.53263495 1.41370116 1.53210829 1.23427585],[1.36285441 1.19222004 1.3793327  1.21191691],[1.18995899 1.07214125 1.12602549 1.00771938],[1.08104586 0.89021882 1.06370209 0.91000378],[1.00144212 0.79123366 0.8461153  0.85491848],[0.59441191 0.46585759 0.55418285 0.73021866],[-0.20634265 -3.83615374  0.41132549  0.43801333],[0.24369569 0.24379958 0.24116286 0.2427975 ]
[0.240149   0.72463048 0.27705002 0.35284559],[0.51434419 0.64022646 0.56428168 0.84310287],[0.74351921 0.69385197 0.62548225 0.95460309],[0.86402155 0.98656042 0.9475607  1.31606579],[1.13571451 1.37967438 1.25478225 1.13967823],[1.29985841 1.29869028 1.29677166 1.42735036],[1.30217926 1.34771321 1.34791211 1.3153135 ],[1.2675282  1.31575512 1.35429936 1.33621263],[1.38187935 1.38607382 1.51469182 1.41954021],[1.48408601 1.44664404 1.44259764 1.42319851],[1.45632712 1.44610147 1.44972099 1.45651308],[1.49069229 1.51616156 1.49880181 1.49688206],[1.55136461 1.48074104 1.55656765 1.51896737],[1.52388667 1.51029049 1.5726569  1.5443818 ],[1.52366662 1.51524863 1.5010637  1.51659083],[1.48929675 1.48033148 1.51773199 1.49475678],[1.53097555 1.49942659 1.50377174 1.4789804 ],[1.54151176 1.54614836 1.50598857 1.53760828],[1.61679246 1.58067523 1.58758557 1.58086135],[1.57294527 1.53027821 1.56971036 1.50404065],[1.55293062 1.42988993 1.48456261 1.46922747],[1.41909613 1.31101854 1.51004377 1.49312872],[1.34692669 1.0070509  1.21800568 1.14781254],[0.81388416 0.96678791 1.19075576 1.08471502],[0.81123274 0.77294161 0.99599594 1.01851876],[0.80742443 0.71262879 0.80538628 0.95666183],[0.77130372 0.74469373 1.05096223 0.50473011],[0.63157407 0.51867568 0.73715617 0.50049438],[-0.36062009 -2.92389479  0.33306939  0.39381009],[0.23932366 0.23900534 0.23911444 0.24675997]
[0.2475     0.34462826 0.41574965 0.4476524 ],[0.53974655 0.69320348 0.67009758 0.90825756],[0.8801617  1.13158258 0.65416346 0.81465766],[0.94035901 1.44693085 1.10761788 1.12291785],[1.28970344 1.45938231 1.35486058 1.24925417],[1.3695062  1.35185652 1.35134551 1.27394569],[1.31530473 1.22631189 1.28343119 1.27550455],[1.30420357 1.34834009 1.32676269 1.3835049 ],[1.35910844 1.46672397 1.3169133  1.46684489],[1.39402641 1.41830208 1.43981495 1.43921932],[1.45995187 1.46392059 1.47785504 1.4427982 ],[1.48672399 1.46920801 1.46234419 1.48530929],[1.48886758 1.48673838 1.49025379 1.46550551],[1.52071628 1.46976712 1.5234642  1.49208691],[1.48603228 1.4966862  1.50685615 1.50192941],[1.50306435 1.47194512 1.50824572 1.48672731],[1.50692225 1.47350979 1.43852317 1.45881027],[1.51479131 1.54502795 1.50084931 1.49534671],[1.51897737 1.5121353  1.55681031 1.51063727],[1.50257427 1.47761579 1.50151925 1.47067786],[1.44490321 1.36539549 1.47206791 1.41047958],[1.39410969 1.32252812 1.43017971 1.31440408],[1.36050492 1.05641786 1.17025741 1.03161752],[1.04133171 0.91660317 1.05563144 0.92014246],[0.90884342 0.82572656 0.89793676 0.95831206],[0.85688232 0.95147094 0.6893101  0.72799818],[0.67909724 0.70686713 0.98731312 0.80651453],[0.50779348 0.33882498 0.68830981 0.51439991],[-0.57236063 -4.02085992 -0.15712188  0.06133871],[0.24722797 0.24694706 0.24521575 0.25376993]
[0.38773454 0.66257615 0.35784284 0.34214277],[0.53278714 0.88840929 0.69025944 0.66481701],[0.75307334 1.13792992 0.68014616 0.67669494],[1.00609049 0.84006776 1.05995541 1.48674041],[1.051041   1.19078065 1.47982234 1.23998831],[1.25294879 1.17035294 1.29855137 1.33259538],[1.26929316 1.36070558 1.29020189 1.29171134],[1.27440559 1.50188663 1.34274744 1.2828682 ],[1.42378741 1.44540486 1.42297537 1.40750003],[1.4379136  1.4840042  1.47408581 1.40652715],[1.42223743 1.42556315 1.45597701 1.44206957],[1.50537449 1.47845299 1.4696828  1.50363659],[1.46846668 1.4102609  1.45973079 1.43184468],[1.44897757 1.46985087 1.47678943 1.47245833],[1.46777423 1.44093758 1.45216112 1.4538915 ],[1.43433669 1.43278748 1.45177595 1.45221396],[1.44079369 1.45180451 1.44348903 1.43099148],[1.46193794 1.43389886 1.43593086 1.43066374],[1.44573159 1.4429017  1.50470657 1.35690308],[1.42188    1.43867614 1.44631606 1.35506674],[1.40775552 1.34868613 1.38448241 1.38216853],[1.33278512 1.00956276 1.27614736 1.20835305],[1.11952924 0.9039854  1.23192102 0.96805167],[0.92857342 0.97599039 0.94324036 1.03361517],[1.03210704 0.8256989  0.93046536 0.99710269],[0.79018151 0.90779547 0.74363465 0.78099582],[0.91152701 0.8051621  0.82130042 0.69448769],[0.74083187 0.50688499 0.53425847 0.48507322],[-0.05630403 -2.37251619  0.31799347  0.33486136],[0.24650477 0.24574219 0.24622655 0.24360337]
[0.2575935  0.378817   0.36857786 0.26929979],[0.33910344 0.46977575 0.78023708 0.52642235],[0.67658692 1.0823434  0.69031349 0.72974672],[0.98721951 1.47973206 0.97925886 0.89669956],[1.50581845 0.45250814 1.19214959 1.32279067],[1.415908   1.31470174 1.22715587 1.32646747],[1.26492385 1.28690119 1.26169344 1.20860757],[1.26207141 1.37061619 1.33975729 1.28611563],[1.32479417 1.36368965 1.41161393 1.41115576],[1.38483169 1.39408571 1.3518417  1.352921  ],[1.38776678 1.45408564 1.47920113 1.51925597],[1.47110853 1.4686346  1.46653051 1.44552661],[1.4779649  1.50336713 1.42572122 1.42498278],[1.42590813 1.45209022 1.4560249  1.44607515],[1.431803   1.42213994 1.41760629 1.38082867],[1.43690462 1.41962981 1.4274332  1.3997185 ],[1.40210091 1.42195317 1.39397548 1.42580693],[1.42947    1.45578065 1.43568249 1.4288864 ],[1.42327657 1.38558302 1.43366903 1.37781536],[1.38532452 1.35242904 1.34724614 1.36532078],[1.25903292 1.17231294 1.39883626 1.31815288],[1.17182851 1.12601654 1.17609534 1.10281896],[1.10350221 0.90445276 1.01806767 1.04609623],[0.96679725 1.04675325 1.12832269 1.17260538],[0.98989825 0.87559981 1.02502333 0.97995218],[1.03815599 0.74856934 0.76182955 0.76547835],[0.86164145 0.47900496 0.66401363 0.49809255],[0.54724948 0.4561954  0.50140616 0.60465043],[-0.11991581 -3.09916126  0.47279608  0.33533976],[0.2620959  0.23774751 0.23796583 0.2390963 ]
[0.2475     0.47178631 0.29986884 0.30588829],[0.47026804 0.64412258 0.37523987 0.37147468],[0.65195756 0.81723181 0.71793523 0.86417721],[0.69485966 0.98967205 1.20435732 0.96775294],[1.17784933 1.39475537 1.19184991 1.13565567],[1.20811197 1.32930051 1.18111218 1.22690448],[1.26547251 1.25494492 1.26697903 1.20118759],[1.23639433 1.32762729 1.31821277 1.2833535 ],[1.30524734 1.35495166 1.39441837 1.28076078],[1.3205534  1.37083111 1.35462759 1.38052402],[1.32896181 1.38914469 1.39991585 1.41100777],[1.40349747 1.43486496 1.42361688 1.36024935],[1.44760703 1.41462044 1.46136073 1.38823112],[1.45862238 1.37869685 1.4423794  0.71283485],[1.40002162 1.35791109 1.38380055 1.36088325],[1.40781944 1.38192045 1.39070046 1.39654705],[1.45427229 1.41046304 1.43025478 1.43513589],[1.38998474 1.35607741 1.42067576 1.38496887],[1.36710749 1.33765639 1.40456093 1.38405793],[1.35440022 1.27865468 1.35530833 1.32768386],[1.32244385 1.21134324 1.27290301 1.25348324],[1.18862537 1.17771397 1.15361554 1.2445025 ],[1.14801408 1.22193916 1.14720184 1.13314729],[1.20684941 1.10906799 1.15476772 1.04762596],[0.99915677 0.99229689 1.00915325 1.01882733],[0.81366415 0.55819089 0.69341718 0.90268337],[0.46304203 0.48006957 0.63825187 0.41768929],[0.34631634 0.35367191 0.60847174 0.54902842],[-0.14817928 -3.33059386  0.45852791  0.33654048],[0.26987675 0.25       0.24988386 0.24986245]
[0.27071965 0.36547592 0.32643248 0.27650571],[0.30138277 0.44878957 0.36666026 0.3965556 ],[0.50002021 0.93841212 0.71365082 0.61753115],[0.83383446 1.03399215 0.8742077  0.74113513],[0.94317327 1.13530735 1.16847905 1.06714904],[1.09369509 1.16495494 1.18128548 1.10693725],[1.14400749 1.19471247 0.99224422 1.19066545],[1.18403782 1.23565172 1.26151605 1.24320114],[1.21953405 1.30801362 1.29530731 1.29701471],[1.31883734 1.37494556 1.36391337 1.36570583],[1.36194464 1.40767424 1.4026166  1.37946906],[1.41912936 1.3308814  1.36618394 1.35772068],[1.36264108 1.32434332 1.36964787 1.30551839],[1.34659524 1.37103118 1.34455977 1.2572941 ],[1.352159   1.37957169 1.37816485 1.33678054],[1.40468565 1.41680918 1.43279169 1.39543872],[1.42154884 1.42699495 1.4481464  1.42472032],[1.46099789 1.41730426 1.46686563 1.46066565],[1.4078366  1.35677996 1.41538694 1.43431856],[1.44782144 1.34300928 1.38739168 1.40004257],[1.31934031 1.28237582 1.32777576 1.3575588 ],[1.34135209 1.18082099 1.20270985 1.26096897],[1.24703505 1.05975027 1.26505072 1.09901087],[1.0119573  0.9175043  1.15835801 1.06318085],[0.88561779 0.76823    0.96319217 0.83457529],[0.81567401 0.74734087 0.81463693 0.66312148],[0.85157698 0.71648145 0.48164341 0.41718183],[0.77733687 0.48732013 0.61014589 0.62944792],[-1.22413754 -4.73301609  0.4508967   0.34253047],[0.24793534 0.24637032 0.24754464 0.25834341]
[0.25216405 0.36417889 0.30513813 0.25923315],[0.28882957 0.53652022 0.35249655 0.35945977],[0.43708516 0.51336869 0.78539796 0.66652391],[0.52492284 0.69845701 0.45785116 0.90685308],[0.79454681 0.90829886 1.11548446 0.94181922],[1.01762256 1.01736128 1.15277312 0.94937825],[1.06659872 1.20524654 1.18566105 1.16353747],[1.12001344 1.38497624 1.23363798 1.22940547],[1.28774394 1.34775786 1.26695267 1.27574208],[1.31925105 1.43354385 1.37823002 1.33792529],[1.3996055  1.39212832 1.34796822 1.35781644],[1.33713812 1.30278212 1.382588   1.34586899],[1.39700056 1.28051411 1.30936701 1.30204716],[1.27173129 1.23590199 1.26915498 1.25723087],[1.2730272  1.37300876 1.34906274 1.34601749],[1.40186481 1.43897077 1.40010095 1.40612817],[1.4721861  1.43120825 1.470398   1.45769433],[1.4640805  1.47208594 1.44511568 1.37920638],[1.54221708 1.52292019 1.36246196 1.46959188],[1.54960887 1.45732151 1.4273908  1.44489504],[1.5494631  1.35448021 1.33840527 1.31490919],[1.43967618 1.13831005 1.28687344 0.99858744],[1.11033156 1.09127726 1.27277187 1.05296506],[1.10105211 0.95481448 1.03545845 0.99361171],[0.9560087  0.79856908 0.81009863 0.72980144],[0.76193686 0.61061163 0.63568354 0.57422226],[ 0.58446939  0.62868224 -0.86643433  0.45708732],[0.49308104 0.49599117 0.79890721 0.36956599],[-0.18415568 -1.77249838  0.4897747   0.80080725],[0.30619717 0.2458018  0.25443038 0.24701083]
